network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
2.21.11.60/31,2921044,2921044,,0,0
2.21.11.62/31,3175395,2921044,,0,0
2.21.11.64/32,3175395,2921044,,0,0
2.21.11.65/32,2921044,2921044,,0,0
2.21.11.66/31,2921044,2921044,,0,0
2.21.11.68/32,2921044,2921044,,0,0
2.21.11.69/32,3175395,2921044,,0,0
2.21.11.70/31,3175395,2921044,,0,0
2.21.11.72/32,3175395,2921044,,0,0
2.21.11.73/32,2921044,2921044,,0,0
2.21.11.74/31,2921044,2921044,,0,0
2.21.11.76/32,2921044,2921044,,0,0
2.21.11.77/32,3175395,2921044,,0,0
2.21.11.78/31,3175395,2921044,,0,0
2.21.11.80/32,3175395,2921044,,0,0
2.21.11.81/32,2921044,2921044,,0,0
2.21.11.82/31,2921044,2921044,,0,0
2.21.11.84/32,2921044,2921044,,0,0
2.21.11.85/32,3175395,2921044,,0,0
2.21.11.86/31,3175395,2921044,,0,0
2.21.11.88/32,3175395,2921044,,0,0
2.21.11.89/32,2921044,2921044,,0,0
2.21.11.90/31,2921044,2921044,,0,0
2.21.11.92/32,2921044,2921044,,0,0
2.21.11.93/32,3175395,2921044,,0,0
2.21.11.94/31,3175395,2921044,,0,0
2.21.11.96/30,2921044,2921044,,0,0
2.21.11.100/32,2921044,2921044,,0,0
2.21.11.101/32,3175395,2921044,,0,0
2.21.11.102/32,3175395,2921044,,0,0
2.21.11.103/32,2921044,2921044,,0,0
2.21.11.104/32,3175395,2921044,,0,0
2.21.11.105/32,2921044,2921044,,0,0
2.21.11.106/31,2921044,2921044,,0,0
2.21.11.108/31,2921044,2921044,,0,0
2.21.11.110/31,3175395,2921044,,0,0
2.21.11.112/28,2921044,2921044,,0,0
2.21.11.128/25,2921044,2921044,,0,0
2.21.12.0/25,2921044,2921044,,0,0
2.21.12.128/29,2921044,2921044,,0,0
2.21.12.136/31,2921044,2921044,,0,0
2.21.12.138/31,3175395,2921044,,0,0
2.21.12.140/31,3175395,2921044,,0,0
2.21.12.142/31,2921044,2921044,,0,0
2.21.12.144/31,2921044,2921044,,0,0
2.21.12.146/31,3175395,2921044,,0,0
2.21.12.148/31,3175395,2921044,,0,0
2.21.12.150/31,2921044,2921044,,0,0
2.21.12.152/31,2921044,2921044,,0,0
2.21.12.154/31,3175395,2921044,,0,0
2.21.12.156/31,3175395,2921044,,0,0
2.21.12.158/31,2921044,2921044,,0,0
2.21.12.160/31,2921044,2921044,,0,0
2.21.12.162/31,3175395,2921044,,0,0
2.21.12.164/31,3175395,2921044,,0,0
2.21.12.166/31,2921044,2921044,,0,0
2.21.12.168/31,2921044,2921044,,0,0
2.21.12.170/31,3175395,2921044,,0,0
2.21.12.172/31,3175395,2921044,,0,0
2.21.12.174/31,2921044,2921044,,0,0
2.21.12.176/31,2921044,2921044,,0,0
2.21.12.178/31,3175395,2921044,,0,0
2.21.12.180/31,3175395,2921044,,0,0
2.21.12.182/31,2921044,2921044,,0,0
2.21.12.184/31,2921044,2921044,,0,0
2.21.12.186/31,3175395,2921044,,0,0
2.21.12.188/31,3175395,2921044,,0,0
2.21.12.190/31,2921044,2921044,,0,0
2.21.12.192/31,2921044,2921044,,0,0
2.21.12.194/31,3175395,2921044,,0,0
2.21.12.196/30,2921044,2921044,,0,0
2.21.12.200/29,2921044,2921044,,0,0
2.21.12.208/28,2921044,2921044,,0,0
2.21.12.224/27,2921044,2921044,,0,0
2.21.13.0/24,2921044,2921044,,0,0
2.21.14.0/23,2921044,2921044,,0,0
2.21.16.0/20,2921044,2921044,,0,0
2.21.32.0/24,3017382,3017382,,0,0
2.21.33.0/27,3017382,3017382,,0,0
2.21.33.32/30,3017382,3017382,,0,0
2.21.33.36/30,2963597,3017382,,0,0
2.21.33.40/30,3017382,3017382,,0,0
2.21.33.44/32,2963597,3017382,,0,0
2.21.33.45/32,3017382,3017382,,0,0
2.21.33.46/31,2963597,3017382,,0,0
2.21.33.48/30,3017382,3017382,,0,0
2.21.33.52/30,2963597,3017382,,0,0
2.21.33.56/30,3017382,3017382,,0,0
2.21.33.60/30,2963597,3017382,,0,0
2.21.33.64/30,3017382,3017382,,0,0
2.21.33.68/31,2963597,3017382,,0,0
2.21.33.70/32,2963597,3017382,,0,0
2.21.33.71/32,3017382,3017382,,0,0
2.21.33.72/29,3017382,3017382,,0,0
2.21.33.80/28,3017382,3017382,,0,0
2.21.33.96/27,3017382,3017382,,0,0
2.21.33.128/25,3017382,3017382,,0,0
2.21.34.0/23,3017382,3017382,,0,0
2.21.36.0/22,3017382,3017382,,0,0
2.21.40.0/21,3017382,3017382,,0,0
2.21.48.0/20,6255148,,,0,0
2.21.64.0/22,6255148,,,0,0
2.21.68.0/24,6255148,,,0,0
2.21.69.0/26,6255148,,,0,0
2.21.69.64/29,6255148,,,0,0
2.21.69.72/30,6255148,,,0,0
2.21.69.76/30,390903,,,0,0
2.21.69.80/30,6255148,,,0,0
2.21.69.84/30,390903,,,0,0
2.21.69.88/30,6255148,,,0,0
2.21.69.92/30,390903,,,0,0
2.21.69.96/30,6255148,,,0,0
2.21.69.100/32,390903,,,0,0
2.21.69.101/32,6255148,,,0,0
2.21.69.102/31,6255148,,,0,0
2.21.69.104/29,6255148,,,0,0
2.21.69.112/28,6255148,,,0,0
2.21.69.128/30,6255148,,,0,0
2.21.69.132/30,390903,,,0,0
2.21.69.136/30,6255148,,,0,0
2.21.69.140/30,390903,,,0,0
2.21.69.144/30,6255148,,,0,0
2.21.69.148/30,390903,,,0,0
2.21.69.152/30,6255148,,,0,0
2.21.69.156/31,390903,,,0,0
2.21.69.158/32,6255148,,,0,0
2.21.69.159/32,390903,,,0,0
2.21.69.160/27,6255148,,,0,0
2.21.69.192/26,6255148,,,0,0
2.21.70.0/23,6255148,,,0,0
2.21.72.0/22,6255148,,,0,0
2.21.76.0/24,6255148,,,0,0
2.21.77.0/26,6255148,,,0,0
2.21.77.64/27,6255148,,,0,0
2.21.77.96/30,6255148,,,0,0
2.21.77.100/31,2921044,,,0,0
2.21.77.102/32,6255148,,,0,0
2.21.77.103/32,2921044,,,0,0
2.21.77.104/30,6255148,,,0,0
2.21.77.108/30,2921044,,,0,0
2.21.77.112/30,6255148,,,0,0
2.21.77.116/30,2921044,,,0,0
2.21.77.120/29,6255148,,,0,0
2.21.77.128/25,6255148,,,0,0
2.21.78.0/24,6255148,,,0,0
2.21.79.0/25,6255148,,,0,0
2.21.79.128/30,6255148,,,0,0
2.21.79.132/30,2921044,,,0,0
2.21.79.136/30,6255148,,,0,0
2.21.79.140/30,2921044,,,0,0
2.21.79.144/30,6255148,,,0,0
2.21.79.148/30,2921044,,,0,0
2.21.79.152/30,6255148,,,0,0
2.21.79.156/30,2921044,,,0,0
2.21.79.160/30,6255148,,,0,0
2.21.79.164/30,2921044,,,0,0
2.21.79.168/30,6255148,,,0,0
2.21.79.172/30,2921044,,,0,0
2.21.79.176/28,6255148,,,0,0
2.21.79.192/31,6255148,,,0,0
2.21.79.194/31,2921044,,,0,0
2.21.79.196/32,2921044,,,0,0
2.21.79.197/32,6255148,,,0,0
2.21.79.198/31,6255148,,,0,0
2.21.79.200/29,6255148,,,0,0
2.21.79.208/31,6255148,,,0,0
2.21.79.210/31,2921044,,,0,0
2.21.79.212/31,2921044,,,0,0
2.21.79.214/31,6255148,,,0,0
2.21.79.216/31,6255148,,,0,0
2.21.79.218/32,2921044,,,0,0
2.21.79.219/32,6255148,,,0,0
2.21.79.220/30,6255148,,,0,0
2.21.79.224/27,6255148,,,0,0
2.21.80.0/26,6255148,,,0,0
2.21.80.64/28,6255148,,,0,0
2.21.80.80/29,6255148,,,0,0
2.21.80.88/30,6255148,,,0,0
2.21.80.92/32,6255148,,,0,0
2.21.80.93/32,2921044,,,0,0
2.21.80.94/31,2921044,,,0,0
2.21.80.96/30,6255148,,,0,0
2.21.80.100/30,2921044,,,0,0
2.21.80.104/30,6255148,,,0,0
2.21.80.108/30,2921044,,,0,0
2.21.80.112/30,6255148,,,0,0
2.21.80.116/30,2921044,,,0,0
2.21.80.120/30,6255148,,,0,0
2.21.80.124/31,2921044,,,0,0
2.21.80.126/32,2921044,,,0,0
2.21.80.127/32,6255148,,,0,0
2.21.80.128/25,6255148,,,0,0
2.21.81.0/24,6255148,,,0,0
2.21.82.0/23,6255148,,,0,0
2.21.84.0/24,6255148,,,0,0
2.21.85.0/26,6255148,,,0,0
2.21.85.64/29,6255148,,,0,0
2.21.85.72/30,6255148,,,0,0
2.21.85.76/31,6255148,,,0,0
2.21.85.78/31,3017382,,,0,0
2.21.85.80/30,6255148,,,0,0
2.21.85.84/31,3017382,,,0,0
2.21.85.86/32,3017382,,,0,0
2.21.85.87/32,6255148,,,0,0
2.21.85.88/30,6255148,,,0,0
2.21.85.92/30,3017382,,,0,0
2.21.85.96/27,6255148,,,0,0
2.21.85.128/30,6255148,,,0,0
2.21.85.132/30,3017382,,,0,0
2.21.85.136/30,6255148,,,0,0
2.21.85.140/30,3017382,,,0,0
2.21.85.144/30,6255148,,,0,0
2.21.85.148/30,3017382,,,0,0
2.21.85.152/30,6255148,,,0,0
2.21.85.156/30,3017382,,,0,0
2.21.85.160/30,6255148,,,0,0
2.21.85.164/30,3017382,,,0,0
2.21.85.168/30,6255148,,,0,0
2.21.85.172/30,3017382,,,0,0
2.21.85.176/30,6255148,,,0,0
2.21.85.180/32,3017382,,,0,0
2.21.85.181/32,6255148,,,0,0
2.21.85.182/31,6255148,,,0,0
2.21.85.184/29,6255148,,,0,0
2.21.85.192/26,6255148,,,0,0
2.21.86.0/23,6255148,,,0,0
2.21.88.0/22,2782113,2782113,,0,0
2.21.92.0/23,2782113,2782113,,0,0
2.21.94.0/23,6255148,,,0,0
2.21.96.0/30,2782113,2782113,,0,0
2.21.96.4/30,2661886,2782113,,0,0
2.21.96.8/30,2782113,2782113,,0,0
2.21.96.12/30,2661886,2782113,,0,0
2.21.96.16/30,2782113,2782113,,0,0
2.21.96.20/30,2661886,2782113,,0,0
2.21.96.24/30,2782113,2782113,,0,0
2.21.96.28/30,2661886,2782113,,0,0
2.21.96.32/30,2782113,2782113,,0,0
2.21.96.36/30,2661886,2782113,,0,0
2.21.96.40/30,2782113,2782113,,0,0
2.21.96.44/30,2661886,2782113,,0,0
2.21.96.48/30,2782113,2782113,,0,0
2.21.96.52/30,2661886,2782113,,0,0
2.21.96.56/30,2782113,2782113,,0,0
2.21.96.60/30,2661886,2782113,,0,0
2.21.96.64/30,2782113,2782113,,0,0
2.21.96.68/30,2661886,2782113,,0,0
2.21.96.72/30,2782113,2782113,,0,0
2.21.96.76/30,2661886,2782113,,0,0
2.21.96.80/30,2782113,2782113,,0,0
2.21.96.84/30,2661886,2782113,,0,0
2.21.96.88/30,2782113,2782113,,0,0
2.21.96.92/30,2661886,2782113,,0,0
2.21.96.96/30,2782113,2782113,,0,0
2.21.96.100/30,2661886,2782113,,0,0
2.21.96.104/30,2782113,2782113,,0,0
2.21.96.108/30,2661886,2782113,,0,0
2.21.96.112/28,2782113,2782113,,0,0
2.21.96.128/25,2782113,2782113,,0,0
2.21.97.0/24,2782113,2782113,,0,0
2.21.98.0/27,2782113,2782113,,0,0
2.21.98.32/29,2782113,2782113,,0,0
2.21.98.40/30,2782113,2782113,,0,0
2.21.98.44/30,953987,2782113,,0,0
2.21.98.48/30,2782113,2782113,,0,0
2.21.98.52/30,953987,2782113,,0,0
2.21.98.56/30,2782113,2782113,,0,0
2.21.98.60/30,953987,2782113,,0,0
2.21.98.64/30,2782113,2782113,,0,0
2.21.98.68/30,953987,2782113,,0,0
2.21.98.72/30,2782113,2782113,,0,0
2.21.98.76/30,953987,2782113,,0,0
2.21.98.80/30,2782113,2782113,,0,0
2.21.98.84/32,953987,2782113,,0,0
2.21.98.85/32,2782113,2782113,,0,0
2.21.98.86/31,2782113,2782113,,0,0
2.21.98.88/29,2782113,2782113,,0,0
2.21.98.96/27,2782113,2782113,,0,0
2.21.98.128/25,2782113,2782113,,0,0
2.21.99.0/30,2782113,2782113,,0,0
2.21.99.4/30,2661886,2782113,,0,0
2.21.99.8/30,2782113,2782113,,0,0
2.21.99.12/30,2661886,2782113,,0,0
2.21.99.16/30,2782113,2782113,,0,0
2.21.99.20/30,2661886,2782113,,0,0
2.21.99.24/30,2782113,2782113,,0,0
2.21.99.28/30,2661886,2782113,,0,0
2.21.99.32/30,2782113,2782113,,0,0
2.21.99.36/30,2661886,2782113,,0,0
2.21.99.40/30,2782113,2782113,,0,0
2.21.99.44/30,2661886,2782113,,0,0
2.21.99.48/30,2782113,2782113,,0,0
2.21.99.52/30,2661886,2782113,,0,0
2.21.99.56/30,2782113,2782113,,0,0
2.21.99.60/30,2661886,2782113,,0,0
2.21.99.64/30,2782113,2782113,,0,0
2.21.99.68/30,2661886,2782113,,0,0
2.21.99.72/29,2782113,2782113,,0,0
2.21.99.80/28,2782113,2782113,,0,0
2.21.99.96/27,2782113,2782113,,0,0
2.21.99.128/25,2782113,2782113,,0,0
2.21.100.0/22,2782113,2782113,,0,0
2.21.104.0/21,2782113,2782113,,0,0
2.21.112.0/20,2750405,2750405,,0,0
2.21.128.0/19,6255148,,,0,0
2.21.160.0/21,6255148,,,0,0
2.21.168.0/22,6255148,,,0,0
2.21.172.0/25,6255148,,,0,0
2.21.172.128/30,6255148,,,0,0
2.21.172.132/30,2782113,,,0,0
2.21.172.136/30,6255148,,,0,0
2.21.172.140/30,2782113,,,0,0
2.21.172.144/30,6255148,,,0,0
2.21.172.148/30,2782113,,,0,0
2.21.172.152/30,6255148,,,0,0
2.21.172.156/30,2782113,,,0,0
2.21.172.160/30,6255148,,,0,0
2.21.172.164/30,2782113,,,0,0
2.21.172.168/30,6255148,,,0,0
2.21.172.172/30,2782113,,,0,0
2.21.172.176/30,6255148,,,0,0
2.21.172.180/30,2782113,,,0,0
2.21.172.184/29,6255148,,,0,0
2.21.172.192/26,6255148,,,0,0
2.21.173.0/24,6255148,,,0,0
2.21.174.0/23,6255148,,,0,0
2.21.176.0/20,6255148,,,0,0
2.21.192.0/19,6255148,,,0,0
2.21.224.0/22,6255148,,,0,0
2.21.228.0/23,6255148,,,0,0
2.21.230.0/24,6255148,,,0,0
2.21.231.0/30,6255148,,,0,0
2.21.231.4/30,290557,,,0,0
2.21.231.8/30,6255148,,,0,0
2.21.231.12/30,290557,,,0,0
2.21.231.16/30,6255148,,,0,0
2.21.231.20/30,290557,,,0,0
2.21.231.24/30,6255148,,,0,0
2.21.231.28/30,290557,,,0,0
2.21.231.32/30,6255148,,,0,0
2.21.231.36/30,290557,,,0,0
2.21.231.40/30,6255148,,,0,0
2.21.231.44/30,290557,,,0,0
2.21.231.48/30,6255148,,,0,0
2.21.231.52/30,290557,,,0,0
2.21.231.56/30,6255148,,,0,0
2.21.231.60/30,290557,,,0,0
2.21.231.64/28,6255148,,,0,0
2.21.231.80/30,6255148,,,0,0
2.21.231.84/30,290557,,,0,0
2.21.231.88/30,6255148,,,0,0
2.21.231.92/32,290557,,,0,0
2.21.231.93/32,6255148,,,0,0
2.21.231.94/31,290557,,,0,0
2.21.231.96/30,6255148,,,0,0
2.21.231.100/30,290557,,,0,0
2.21.231.104/30,6255148,,,0,0
2.21.231.108/31,290557,,,0,0
2.21.231.110/32,290557,,,0,0
2.21.231.111/32,6255148,,,0,0
2.21.231.112/30,6255148,,,0,0
2.21.231.116/30,290557,,,0,0
2.21.231.120/30,6255148,,,0,0
2.21.231.124/30,290557,,,0,0
2.21.231.128/30,6255148,,,0,0
2.21.231.132/32,290557,,,0,0
2.21.231.133/32,6255148,,,0,0
2.21.231.134/31,6255148,,,0,0
2.21.231.136/29,6255148,,,0,0
2.21.231.144/28,6255148,,,0,0
2.21.231.160/27,6255148,,,0,0
2.21.231.192/26,6255148,,,0,0
2.21.232.0/21,6255148,,,0,0
2.21.240.0/28,6255148,,,0,0
2.21.240.16/29,6255148,,,0,0
2.21.240.24/31,6255148,,,0,0
2.21.240.26/32,6255148,,,0,0
2.21.240.27/32,2661886,,,0,0
2.21.240.28/30,2661886,,,0,0
2.21.240.32/28,2661886,,,0,0
2.21.240.48/30,2661886,,,0,0
2.21.240.52/31,2661886,,,0,0
2.21.240.54/32,6255148,,,0,0
2.21.240.55/32,2661886,,,0,0
2.21.240.56/30,2661886,,,0,0
2.21.240.60/31,2661886,,,0,0
2.21.240.62/32,2661886,,,0,0
2.21.240.63/32,6255148,,,0,0
2.21.240.64/27,6255148,,,0,0
2.21.240.96/28,6255148,,,0,0
2.21.240.112/30,6255148,,,0,0
2.21.240.116/31,6255148,,,0,0
2.21.240.118/32,6255148,,,0,0
2.21.240.119/32,2661886,,,0,0
2.21.240.120/31,2661886,,,0,0
2.21.240.122/32,2661886,,,0,0
2.21.240.123/32,6255148,,,0,0
2.21.240.124/31,6255148,,,0,0
2.21.240.126/32,6255148,,,0,0
2.21.240.127/32,2661886,,,0,0
2.21.240.128/31,2661886,,,0,0
2.21.240.130/32,2661886,,,0,0
2.21.240.131/32,6255148,,,0,0
2.21.240.132/31,6255148,,,0,0
2.21.240.134/32,6255148,,,0,0
2.21.240.135/32,2661886,,,0,0
2.21.240.136/31,2661886,,,0,0
2.21.240.138/32,2661886,,,0,0
2.21.240.139/32,6255148,,,0,0
2.21.240.140/31,6255148,,,0,0
2.21.240.142/32,6255148,,,0,0
2.21.240.143/32,2661886,,,0,0
2.21.240.144/31,2661886,,,0,0
2.21.240.146/32,2661886,,,0,0
2.21.240.147/32,6255148,,,0,0
2.21.240.148/31,6255148,,,0,0
2.21.240.150/32,6255148,,,0,0
2.21.240.151/32,2661886,,,0,0
2.21.240.152/32,2661886,,,0,0
2.21.240.153/32,6255148,,,0,0
2.21.240.154/32,2661886,,,0,0
2.21.240.155/32,6255148,,,0,0
2.21.240.156/31,6255148,,,0,0
2.21.240.158/32,6255148,,,0,0
2.21.240.159/32,2661886,,,0,0
2.21.240.160/31,2661886,,,0,0
2.21.240.162/32,2661886,,,0,0
2.21.240.163/32,6255148,,,0,0
2.21.240.164/31,6255148,,,0,0
2.21.240.166/32,6255148,,,0,0
2.21.240.167/32,2661886,,,0,0
2.21.240.168/31,2661886,,,0,0
2.21.240.170/32,2661886,,,0,0
2.21.240.171/32,6255148,,,0,0
2.21.240.172/31,6255148,,,0,0
2.21.240.174/32,6255148,,,0,0
2.21.240.175/32,2661886,,,0,0
2.21.240.176/31,2661886,,,0,0
2.21.240.178/32,2661886,,,0,0
2.21.240.179/32,6255148,,,0,0
2.21.240.180/31,6255148,,,0,0
2.21.240.182/32,6255148,,,0,0
2.21.240.183/32,2661886,,,0,0
2.21.240.184/31,2661886,,,0,0
2.21.240.186/32,2661886,,,0,0
2.21.240.187/32,6255148,,,0,0
2.21.240.188/30,6255148,,,0,0
2.21.240.192/26,6255148,,,0,0
2.21.241.0/28,2750405,2750405,,0,0
2.21.241.16/29,2750405,2750405,,0,0
2.21.241.24/30,2750405,2750405,,0,0
2.21.241.28/31,2750405,2750405,,0,0
2.21.241.30/31,2661886,2750405,,0,0
2.21.241.32/30,2750405,2750405,,0,0
2.21.241.36/30,2661886,2750405,,0,0
2.21.241.40/30,2750405,2750405,,0,0
2.21.241.44/30,2661886,2750405,,0,0
2.21.241.48/30,2750405,2750405,,0,0
2.21.241.52/30,2661886,2750405,,0,0
2.21.241.56/30,2750405,2750405,,0,0
2.21.241.60/30,2661886,2750405,,0,0
2.21.241.64/30,2750405,2750405,,0,0
2.21.241.68/30,2661886,2750405,,0,0
2.21.241.72/30,2750405,2750405,,0,0
2.21.241.76/30,2661886,2750405,,0,0
2.21.241.80/30,2750405,2750405,,0,0
2.21.241.84/30,2661886,2750405,,0,0
2.21.241.88/30,2750405,2750405,,0,0
2.21.241.92/30,2661886,2750405,,0,0
2.21.241.96/30,2750405,2750405,,0,0
2.21.241.100/31,2661886,2750405,,0,0
2.21.241.102/31,2750405,2750405,,0,0
2.21.241.104/29,2750405,2750405,,0,0
2.21.241.112/28,2750405,2750405,,0,0
2.21.241.128/25,2750405,2750405,,0,0
2.21.242.0/24,2750405,,,0,0
2.21.243.0/30,6255148,,,0,0
2.21.243.4/30,2750405,,,0,0
2.21.243.8/29,2750405,,,0,0
2.21.243.16/31,2750405,,,0,0
2.21.243.18/32,2750405,,,0,0
2.21.243.19/32,6255148,,,0,0
2.21.243.20/30,2750405,,,0,0
2.21.243.24/30,2750405,,,0,0
2.21.243.28/31,2750405,,,0,0
2.21.243.30/32,2750405,,,0,0
2.21.243.31/32,6255148,,,0,0
2.21.243.32/27,6255148,,,0,0
2.21.243.64/26,6255148,,,0,0
2.21.243.128/27,6255148,,,0,0
2.21.243.160/29,6255148,,,0,0
2.21.243.168/30,6255148,,,0,0
2.21.243.172/30,2750405,,,0,0
2.21.243.176/28,2750405,,,0,0
2.21.243.192/31,2750405,,,0,0
2.21.243.194/32,2750405,,,0,0
2.21.243.195/32,6255148,,,0,0
2.21.243.196/30,2750405,,,0,0
2.21.243.200/29,2750405,,,0,0
2.21.243.208/30,6255148,,,0,0
2.21.243.212/30,2750405,,,0,0
2.21.243.216/32,2750405,,,0,0
2.21.243.217/32,6255148,,,0,0
2.21.243.218/31,2750405,,,0,0
2.21.243.220/30,2750405,,,0,0
2.21.243.224/28,2750405,,,0,0
2.21.243.240/29,2750405,,,0,0
2.21.243.248/32,2750405,,,0,0
2.21.243.249/32,6255148,,,0,0
2.21.243.250/31,6255148,,,0,0
2.21.243.252/30,6255148,,,0,0
2.21.244.0/23,3017382,3017382,,0,0
2.21.246.0/24,2782113,,,0,0
2.21.247.0/24,6255148,,,0,0
2.21.248.0/21,6255148,,,0,0
2.22.0.0/21,6255148,,,0,0
2.22.8.0/23,6255148,,,0,0
2.22.10.0/26,6255148,,,0,0
2.22.10.64/27,6255148,,,0,0
2.22.10.96/28,6255148,,,0,0
2.22.10.112/30,2921044,,,0,0
2.22.10.116/30,6255148,,,0,0
2.22.10.120/30,2921044,,,0,0
2.22.10.124/30,6255148,,,0,0
2.22.10.128/30,2921044,,,0,0
2.22.10.132/30,6255148,,,0,0
2.22.10.136/30,2921044,,,0,0
2.22.10.140/30,6255148,,,0,0
2.22.10.144/30,2921044,,,0,0
2.22.10.148/30,6255148,,,0,0
2.22.10.152/30,2921044,,,0,0
2.22.10.156/30,6255148,,,0,0
2.22.10.160/30,2921044,,,0,0
2.22.10.164/30,6255148,,,0,0
2.22.10.168/30,2921044,,,0,0
2.22.10.172/30,6255148,,,0,0
2.22.10.176/30,2921044,,,0,0
2.22.10.180/30,6255148,,,0,0
2.22.10.184/30,2921044,,,0,0
2.22.10.188/30,6255148,,,0,0
2.22.10.192/30,2921044,,,0,0
2.22.10.196/30,6255148,,,0,0
2.22.10.200/31,2921044,,,0,0
2.22.10.202/32,2921044,,,0,0
2.22.10.203/32,6255148,,,0,0
2.22.10.204/30,6255148,,,0,0
2.22.10.208/28,6255148,,,0,0
2.22.10.224/29,6255148,,,0,0
2.22.10.232/31,6255148,,,0,0
2.22.10.234/32,6255148,,,0,0
2.22.10.235/32,2921044,,,0,0
2.22.10.236/31,2921044,,,0,0
2.22.10.238/32,2921044,,,0,0
2.22.10.239/32,6255148,,,0,0
2.22.10.240/31,6255148,,,0,0
2.22.10.242/32,6255148,,,0,0
2.22.10.243/32,2921044,,,0,0
2.22.10.244/31,2921044,,,0,0
2.22.10.246/32,2921044,,,0,0
2.22.10.247/32,6255148,,,0,0
2.22.10.248/29,6255148,,,0,0
2.22.11.0/31,6255148,,,0,0
2.22.11.2/32,6255148,,,0,0
2.22.11.3/32,2921044,,,0,0
2.22.11.4/31,2921044,,,0,0
2.22.11.6/32,2921044,,,0,0
2.22.11.7/32,6255148,,,0,0
2.22.11.8/31,6255148,,,0,0
2.22.11.10/32,6255148,,,0,0
2.22.11.11/32,2921044,,,0,0
2.22.11.12/31,2921044,,,0,0
2.22.11.14/32,2921044,,,0,0
2.22.11.15/32,6255148,,,0,0
2.22.11.16/31,6255148,,,0,0
2.22.11.18/32,6255148,,,0,0
2.22.11.19/32,2921044,,,0,0
2.22.11.20/31,2921044,,,0,0
2.22.11.22/32,2921044,,,0,0
2.22.11.23/32,6255148,,,0,0
2.22.11.24/31,6255148,,,0,0
2.22.11.26/32,6255148,,,0,0
2.22.11.27/32,2921044,,,0,0
2.22.11.28/31,2921044,,,0,0
2.22.11.30/32,2921044,,,0,0
2.22.11.31/32,6255148,,,0,0
2.22.11.32/31,6255148,,,0,0
2.22.11.34/32,6255148,,,0,0
2.22.11.35/32,2921044,,,0,0
2.22.11.36/31,2921044,,,0,0
2.22.11.38/31,6255148,,,0,0
2.22.11.40/29,6255148,,,0,0
2.22.11.48/28,6255148,,,0,0
2.22.11.64/26,6255148,,,0,0
2.22.11.128/25,6255148,,,0,0
2.22.12.0/22,6255148,,,0,0
2.22.16.0/22,2635167,2635167,,0,0
2.22.20.0/23,6255148,,,0,0
2.22.22.0/24,6255148,,,0,0
2.22.23.0/26,6255148,,,0,0
2.22.23.64/27,6255148,,,0,0
2.22.23.96/29,6255148,,,0,0
2.22.23.104/30,6255148,,,0,0
2.22.23.108/32,3017382,,,0,0
2.22.23.109/32,6255148,,,0,0
2.22.23.110/31,3017382,,,0,0
2.22.23.112/30,6255148,,,0,0
2.22.23.116/30,3017382,,,0,0
2.22.23.120/29,6255148,,,0,0
2.22.23.128/30,6255148,,,0,0
2.22.23.132/30,3017382,,,0,0
2.22.23.136/30,6255148,,,0,0
2.22.23.140/30,3017382,,,0,0
2.22.23.144/30,6255148,,,0,0
2.22.23.148/30,3017382,,,0,0
2.22.23.152/30,6255148,,,0,0
2.22.23.156/30,3017382,,,0,0
2.22.23.160/30,6255148,,,0,0
2.22.23.164/30,3017382,,,0,0
2.22.23.168/30,6255148,,,0,0
2.22.23.172/30,3017382,,,0,0
2.22.23.176/30,6255148,,,0,0
2.22.23.180/32,6255148,,,0,0
2.22.23.181/32,3017382,,,0,0
2.22.23.182/32,3017382,,,0,0
2.22.23.183/32,6255148,,,0,0
2.22.23.184/29,6255148,,,0,0
2.22.23.192/26,6255148,,,0,0
2.22.24.0/22,6255148,,,0,0
2.22.28.0/23,6255148,,,0,0
2.22.30.0/24,6255148,,,0,0
2.22.31.0/30,6255148,,,0,0
2.22.31.4/30,2661886,,,0,0
2.22.31.8/30,6255148,,,0,0
2.22.31.12/30,2661886,,,0,0
2.22.31.16/30,6255148,,,0,0
2.22.31.20/30,2661886,,,0,0
2.22.31.24/30,6255148,,,0,0
2.22.31.28/30,2661886,,,0,0
2.22.31.32/30,6255148,,,0,0
2.22.31.36/30,2661886,,,0,0
2.22.31.40/30,6255148,,,0,0
2.22.31.44/30,2661886,,,0,0
2.22.31.48/30,6255148,,,0,0
2.22.31.52/30,2661886,,,0,0
2.22.31.56/30,6255148,,,0,0
2.22.31.60/30,2661886,,,0,0
2.22.31.64/30,6255148,,,0,0
2.22.31.68/30,2661886,,,0,0
2.22.31.72/30,6255148,,,0,0
2.22.31.76/32,6255148,,,0,0
2.22.31.77/32,2661886,,,0,0
2.22.31.78/31,2661886,,,0,0
2.22.31.80/30,6255148,,,0,0
2.22.31.84/30,2661886,,,0,0
2.22.31.88/30,6255148,,,0,0
2.22.31.92/30,2661886,,,0,0
2.22.31.96/30,6255148,,,0,0
2.22.31.100/30,2661886,,,0,0
2.22.31.104/30,6255148,,,0,0
2.22.31.108/30,2661886,,,0,0
2.22.31.112/30,6255148,,,0,0
2.22.31.116/30,2661886,,,0,0
2.22.31.120/30,6255148,,,0,0
2.22.31.124/30,2661886,,,0,0
2.22.31.128/30,6255148,,,0,0
2.22.31.132/30,2661886,,,0,0
2.22.31.136/30,6255148,,,0,0
2.22.31.140/30,2661886,,,0,0
